CodigoGrupo;CodigoAula
OyE.L.1;L-16
OyE.L.10;L-16
OyE.L.2;L-16
OyE.L.3;L-16
OyE.L.4;L-16
OyE.L.5;L-16
OyE.L.6;L-16
OyE.L.7;L-16
OyE.L.8;L-16
OyE.L.9;L-16
OyE.L.I-1;L-16
OyE.L.I-2;L-16
OyE.L.I-3;L-16
OyE.L.I-4;L-16
OyE.L.I-5;L-16
